LCLid,stdorToU,DateTime,KWH/hh (per half hour) ,Acorn,Acorn_grouped
MAC000002,Std,2012-10-24 21:00:00.0000000, 0.71 ,ACORN-A,Affluent
MAC000002,Std,2012-10-24 21:30:00.0000000, 0.574 ,ACORN-A,Affluent
MAC000002,Std,2012-10-24 22:00:00.0000000, 0.846 ,ACORN-A,Affluent
MAC000002,Std,2012-10-24 22:30:00.0000000, 0.343 ,ACORN-A,Affluent
MAC000002,Std,2012-10-24 23:00:00.0000000, 0.282 ,ACORN-A,Affluent
MAC000002,Std,2012-10-24 23:30:00.0000000, 0.245 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 00:00:00.0000000, 0.286 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 00:30:00.0000000, 0.199 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 01:00:00.0000000, 0.196 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 01:30:00.0000000, 0.1 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 02:00:00.0000000, 0.131 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 02:30:00.0000000, 0.096 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 03:00:00.0000000, 0.112 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 03:30:00.0000000, 0.107 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 04:00:00.0000000, 0.097 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 04:30:00.0000000, 0.12 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 05:00:00.0000000, 0.081 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 05:30:00.0000000, 0.132 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 06:00:00.0000000, 0.073 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 06:30:00.0000000, 0.128 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 07:00:00.0000000, 0.089 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 07:30:00.0000000, 0.109 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 08:00:00.0000000, 0.16 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 08:30:00.0000000, 0.242 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 09:00:00.0000000, 0.619 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 09:30:00.0000000, 0.493 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 10:00:00.0000000, 0.469 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 10:30:00.0000000, 0.878 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 11:00:00.0000000, 0.917 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 11:30:00.0000000, 0.37 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 12:00:00.0000000, 0.15 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 12:30:00.0000000, 0.146 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 13:00:00.0000000, 0.163 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 13:30:00.0000000, 0.137 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 14:00:00.0000000, 0.132 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 14:30:00.0000000, 0.126 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 15:00:00.0000000, 0.172 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 15:30:00.0000000, 0.14 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 16:00:00.0000000, 0.18 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 16:30:00.0000000, 0.119 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 17:00:00.0000000, 0.265 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 17:30:00.0000000, 0.15 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 18:00:00.0000000, 0.363 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 18:30:00.0000000, 0.452 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 19:00:00.0000000, 0.566 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 19:30:00.0000000, 0.231 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 20:00:00.0000000, 0.183 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 20:30:00.0000000, 0.355 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 21:00:00.0000000, 0.558 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 21:30:00.0000000, 0.47 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 22:00:00.0000000, 0.506 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 22:30:00.0000000, 0.453 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 23:00:00.0000000, 0.49 ,ACORN-A,Affluent
MAC000002,Std,2012-10-25 23:30:00.0000000, 0.417 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 00:00:00.0000000, 0.254 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 00:30:00.0000000, 0.188 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 01:00:00.0000000, 0.133 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 01:30:00.0000000, 0.105 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 02:00:00.0000000, 0.122 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 02:30:00.0000000, 0.101 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 03:00:00.0000000, 0.118 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 03:30:00.0000000, 0.102 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 04:00:00.0000000, 0.116 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 04:30:00.0000000, 0.099 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 05:00:00.0000000, 0.116 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 05:30:00.0000000, 0.092 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 06:00:00.0000000, 0.123 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 06:30:00.0000000, 0.084 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 07:00:00.0000000, 0.128 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 07:30:00.0000000, 0.203 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 08:00:00.0000000, 0.259 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 08:30:00.0000000, 0.346 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 09:00:00.0000000, 0.492 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 09:30:00.0000000, 0.547 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 10:00:00.0000000, 0.268 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 10:30:00.0000000, 0.117 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 11:00:00.0000000, 0.132 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 11:30:00.0000000, 0.084 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 12:00:00.0000000, 0.189 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 12:30:00.0000000, 0.09 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 13:00:00.0000000, 0.122 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 13:30:00.0000000, 0.079 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 14:00:00.0000000, 0.127 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 14:30:00.0000000, 0.072 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 15:00:00.0000000, 0.17 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 15:30:00.0000000, 0.179 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 16:00:00.0000000, 0.29 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 16:30:00.0000000, 0.282 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 17:00:00.0000000, 0.423 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 17:30:00.0000000, 0.635 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 18:00:00.0000000, 0.924 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 18:30:00.0000000, 0.62 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 19:00:00.0000000, 0.546 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 19:30:00.0000000, 0.962 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 20:00:00.0000000, 0.947 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 20:30:00.0000000, 0.595 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 21:00:00.0000000, 0.479 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 21:30:00.0000000, 0.558 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 22:00:00.0000000, 0.627 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 22:30:00.0000000, 0.562 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 23:00:00.0000000, 0.656 ,ACORN-A,Affluent
MAC000002,Std,2012-10-26 23:30:00.0000000, 0.602 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 00:00:00.0000000, 0.543 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 00:30:00.0000000, 0.525 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 01:00:00.0000000, 0.544 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 01:30:00.0000000, 0.328 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 02:00:00.0000000, 0.2 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 02:30:00.0000000, 0.109 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 03:00:00.0000000, 0.132 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 03:30:00.0000000, 0.08 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 04:00:00.0000000, 0.123 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 04:30:00.0000000, 0.089 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 05:00:00.0000000, 0.111 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 05:30:00.0000000, 0.098 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 06:00:00.0000000, 0.1 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 06:30:00.0000000, 0.108 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 07:00:00.0000000, 0.088 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 07:30:00.0000000, 0.118 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 08:00:00.0000000, 0.075 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 08:30:00.0000000, 0.194 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 09:00:00.0000000, 0.412 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 09:30:00.0000000, 0.389 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 10:00:00.0000000, 0.856 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 10:30:00.0000000, 0.299 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 11:00:00.0000000, 0.221 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 11:30:00.0000000, 0.18 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 12:00:00.0000000, 0.132 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 12:30:00.0000000, 0.135 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 13:00:00.0000000, 0.147 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 13:30:00.0000000, 0.775 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 14:00:00.0000000, 0.593 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 14:30:00.0000000, 0.2 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 15:00:00.0000000, 0.386 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 15:30:00.0000000, 0.91 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 16:00:00.0000000, 0.314 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 16:30:00.0000000, 0.256 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 17:00:00.0000000, 0.311 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 17:30:00.0000000, 0.365 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 18:00:00.0000000, 0.324 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 18:30:00.0000000, 0.365 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 19:00:00.0000000, 0.555 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 19:30:00.0000000, 1.228 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 20:00:00.0000000, 0.879 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 20:30:00.0000000, 0.387 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 21:00:00.0000000, 0.425 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 21:30:00.0000000, 0.422 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 22:00:00.0000000, 0.395 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 22:30:00.0000000, 0.48 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 23:00:00.0000000, 0.493 ,ACORN-A,Affluent
MAC000002,Std,2012-10-27 23:30:00.0000000, 0.487 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 00:00:00.0000000, 0.477 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 00:30:00.0000000, 0.395 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 01:00:00.0000000, 0.402 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 01:30:00.0000000, 0.357 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 02:00:00.0000000, 0.408 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 02:30:00.0000000, 0.347 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 03:00:00.0000000, 0.252 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 03:30:00.0000000, 0.147 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 04:00:00.0000000, 0.177 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 04:30:00.0000000, 0.147 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 05:00:00.0000000, 0.072 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 05:30:00.0000000, 0.136 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 06:00:00.0000000, 0.072 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 06:30:00.0000000, 0.129 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 07:00:00.0000000, 0.073 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 07:30:00.0000000, 0.126 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 08:00:00.0000000, 0.149 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 08:30:00.0000000, 0.419 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 09:00:00.0000000, 0.523 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 09:30:00.0000000, 0.553 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 10:00:00.0000000, 0.649 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 10:30:00.0000000, 0.234 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 11:00:00.0000000, 0.304 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 11:30:00.0000000, 0.568 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 12:00:00.0000000, 0.511 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 12:30:00.0000000, 0.498 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 13:00:00.0000000, 0.263 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 13:30:00.0000000, 0.322 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 14:00:00.0000000, 0.224 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 14:30:00.0000000, 0.243 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 15:00:00.0000000, 0.143 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 15:30:00.0000000, 0.173 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 16:00:00.0000000, 0.127 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 16:30:00.0000000, 0.153 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 17:00:00.0000000, 0.139 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 17:30:00.0000000, 0.156 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 18:00:00.0000000, 0.1 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 18:30:00.0000000, 0.294 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 19:00:00.0000000, 0.424 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 19:30:00.0000000, 0.518 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 20:00:00.0000000, 1.16 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 20:30:00.0000000, 1.109 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 21:00:00.0000000, 0.983 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 21:30:00.0000000, 1.0369999 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 22:00:00.0000000, 0.972 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 22:30:00.0000000, 0.987 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 23:00:00.0000000, 1.173 ,ACORN-A,Affluent
MAC000002,Std,2012-10-28 23:30:00.0000000, 0.804 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 00:00:00.0000000, 0.471 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 00:30:00.0000000, 0.338 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 01:00:00.0000000, 0.305 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 01:30:00.0000000, 0.234 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 02:00:00.0000000, 0.199 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 02:30:00.0000000, 0.131 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 03:00:00.0000000, 0.081 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 03:30:00.0000000, 0.129 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 04:00:00.0000000, 0.073 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 04:30:00.0000000, 0.128 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 05:00:00.0000000, 0.084 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 05:30:00.0000000, 0.115 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 06:00:00.0000000, 0.098 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 06:30:00.0000000, 0.099 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 07:00:00.0000000, 0.11 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 07:30:00.0000000, 0.085 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 08:00:00.0000000, 0.174 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 08:30:00.0000000, 0.433 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 09:00:00.0000000, 0.977 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 09:30:00.0000000, 0.186 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 10:00:00.0000000, 0.081 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 10:30:00.0000000, 0.125 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 11:00:00.0000000, 0.078 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 11:30:00.0000000, 0.118 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 12:00:00.0000000, 0.095 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 12:30:00.0000000, 0.141 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 13:00:00.0000000, 0.496 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 13:30:00.0000000, 0.149 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 14:00:00.0000000, 1.012 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 14:30:00.0000000, 0.891 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 15:00:00.0000000, 0.17 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 15:30:00.0000000, 0.079 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 16:00:00.0000000, 0.118 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 16:30:00.0000000, 0.129 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 17:00:00.0000000, 0.102 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 17:30:00.0000000, 0.189 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 18:00:00.0000000, 0.303 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 18:30:00.0000000, 0.289 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 19:00:00.0000000, 0.21 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 19:30:00.0000000, 0.275 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 20:00:00.0000000, 1.058 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 20:30:00.0000000, 0.226 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 21:00:00.0000000, 0.177 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 21:30:00.0000000, 0.314 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 22:00:00.0000000, 0.227 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 22:30:00.0000000, 0.412 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 23:00:00.0000000, 0.446 ,ACORN-A,Affluent
MAC000002,Std,2012-10-29 23:30:00.0000000, 0.419 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 00:00:00.0000000, 0.651 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 00:30:00.0000000, 0.505 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 01:00:00.0000000, 0.431 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 01:30:00.0000000, 0.325 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 02:00:00.0000000, 0.302 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 02:30:00.0000000, 0.277 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 03:00:00.0000000, 0.13 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 03:30:00.0000000, 0.146 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 04:00:00.0000000, 0.075 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 04:30:00.0000000, 0.137 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 05:00:00.0000000, 0.073 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 05:30:00.0000000, 0.131 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 06:00:00.0000000, 0.072 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 06:30:00.0000000, 0.128 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 07:00:00.0000000, 0.079 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 07:30:00.0000000, 0.234 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 08:00:00.0000000, 0.399 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 08:30:00.0000000, 0.238 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 09:00:00.0000000, 0.267 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 09:30:00.0000000, 0.526 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 10:00:00.0000000, 0.128 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 10:30:00.0000000, 0.088 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 11:00:00.0000000, 0.117 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 11:30:00.0000000, 0.093 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 12:00:00.0000000, 0.104 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 12:30:00.0000000, 0.102 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 13:00:00.0000000, 0.094 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 13:30:00.0000000, 0.11 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 14:00:00.0000000, 0.09 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 14:30:00.0000000, 0.594 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 15:00:00.0000000, 0.112 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 15:30:00.0000000, 0.123 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 16:00:00.0000000, 0.073 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 16:30:00.0000000, 0.125 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 17:00:00.0000000, 0.07 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 17:30:00.0000000, 0.38 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 18:00:00.0000000, 0.738 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 18:30:00.0000000, 0.307 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 19:00:00.0000000, 0.221 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 19:30:00.0000000, 0.248 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 20:00:00.0000000, 0.656 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 20:30:00.0000000, 0.538 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 21:00:00.0000000, 0.893 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 21:30:00.0000000, 0.654 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 22:00:00.0000000, 0.422 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 22:30:00.0000000, 0.633 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 23:00:00.0000000, 0.697 ,ACORN-A,Affluent
MAC000002,Std,2012-10-30 23:30:00.0000000, 0.425 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 00:00:00.0000000, 0.522 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 00:30:00.0000000, 0.552 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 01:00:00.0000000, 0.475 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 01:30:00.0000000, 0.421 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 02:00:00.0000000, 0.301 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 02:30:00.0000000, 0.24 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 03:00:00.0000000, 0.27 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 03:30:00.0000000, 0.241 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 04:00:00.0000000, 0.142 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 04:30:00.0000000, 0.108 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 05:00:00.0000000, 0.105 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 05:30:00.0000000, 0.113 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 06:00:00.0000000, 0.097 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 06:30:00.0000000, 0.121 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 07:00:00.0000000, 0.085 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 07:30:00.0000000, 0.132 ,ACORN-A,Affluent
